generation,id,novelty,fitness,species,parent1,parent2,num_nodes,num_connections,num_enabled_connections,num_disabled_connections
0,93,57.4100784356446,0.7240061720068204,,-1,-1,3,18,18,0
0,259,53.283167668243806,0.6982920608440515,,-1,-1,3,18,18,0
0,75,57.86603264228782,0.695304173094712,,-1,-1,3,18,18,0
0,465,47.99282636524485,0.5782183943112119,,-1,-1,3,18,18,0
0,275,35.68776203571035,0.5214116893639755,,-1,-1,3,18,18,0
0,423,35.06922513902707,0.4642938625569395,,-1,-1,3,18,18,0
0,489,33.77695823986468,0.4516227642308432,,-1,-1,3,18,18,0
0,106,31.738974147553368,0.4425767387476105,,-1,-1,3,18,18,0
0,493,26.401278950638787,0.38365283010207174,,-1,-1,3,18,18,0
0,204,25.80776277080162,0.3690855784264587,,-1,-1,3,18,18,0
0,242,23.356407058612238,0.36740437598788733,,-1,-1,3,18,18,0
0,305,11.404317027823279,0.3620740441912953,,-1,-1,3,18,18,0
0,496,10.643116750754363,0.3573259613823291,,-1,-1,3,18,18,0
0,77,19.737261748507922,0.35450142349929836,,-1,-1,3,18,18,0
0,37,25.988978967006613,0.3501765638222619,,-1,-1,3,18,18,0
0,17,25.583801166911112,0.34222402900617144,,-1,-1,3,18,18,0
0,251,22.142391695151282,0.338805052881782,,-1,-1,3,18,18,0
0,146,17.345832135064242,0.33777155195722264,,-1,-1,3,18,18,0
0,23,16.538076714497727,0.3286259224142579,,-1,-1,3,18,18,0
0,327,17.486366338980773,0.3122604280253247,,-1,-1,3,18,18,0
0,202,7.478686117578133,0.31075721920644134,,-1,-1,3,18,18,0
0,374,7.476124540364449,0.31033431122793265,,-1,-1,3,18,18,0
0,47,15.130743154028544,0.3102833336164795,,-1,-1,3,18,18,0
0,175,7.47793375163683,0.3091852830717605,,-1,-1,3,18,18,0
0,126,15.385647980790363,0.3035859344560517,,-1,-1,3,18,18,0
0,335,8.285379673359092,0.3035415627341172,,-1,-1,3,18,18,0
0,269,15.546837289851927,0.29613737289931114,,-1,-1,3,18,18,0
0,132,21.55294875202823,0.26844339456058036,,-1,-1,3,18,18,0
0,95,19.88221801883195,0.2653966572574542,,-1,-1,3,18,18,0
0,127,15.89352948204769,0.2584478134653516,,-1,-1,3,18,18,0
0,485,16.847909883606,0.2421268957356216,,-1,-1,3,18,18,0
0,358,19.42430524412101,0.23306005038920682,,-1,-1,3,18,18,0
0,440,16.72460088431326,0.23285607875473455,,-1,-1,3,18,18,0
0,302,20.60992382988217,0.2241785687168781,,-1,-1,3,18,18,0
0,464,19.57626879577367,0.21381631928885694,,-1,-1,3,18,18,0
0,180,17.300719466172197,0.21119251502630615,,-1,-1,3,18,18,0
0,384,4.037647373126876,0.20115568782493345,,-1,-1,3,18,18,0
0,299,19.016766323758095,0.20064373979656389,,-1,-1,3,18,18,0
0,385,3.7093210739548024,0.19849432736555647,,-1,-1,3,18,18,0
0,46,18.7370469346432,0.19843517045876283,,-1,-1,3,18,18,0
0,10,18.726116927801804,0.19831716575268168,,-1,-1,3,18,18,0
0,357,3.660577081595866,0.1982031489525258,,-1,-1,3,18,18,0
0,86,3.4478377938866576,0.196171921823464,,-1,-1,3,18,18,0
0,154,20.331445094041428,0.19373780277026878,,-1,-1,3,18,18,0
0,351,2.9308423071738656,0.19226706973102722,,-1,-1,3,18,18,0
0,215,3.1876737676790823,0.19215039649963092,,-1,-1,3,18,18,0
0,480,3.200023417473108,0.19157348867012147,,-1,-1,3,18,18,0
0,252,0.5899068974597351,0.191292584892571,,-1,-1,3,18,18,0
0,25,0.5681594556230791,0.1912628155851588,,-1,-1,3,18,18,0
0,129,0.5662215237788535,0.1912598737045534,,-1,-1,3,18,18,0
0,229,0.5649742997259508,0.19125532359964545,,-1,-1,3,18,18,0
0,457,0.5646295653799404,0.19125266570975594,,-1,-1,3,18,18,0
0,418,0.564632322441652,0.19125237479505292,,-1,-1,3,18,18,0
0,434,1.0019870142756213,0.19124730182533997,,-1,-1,3,18,18,0
0,289,3.1728700462062833,0.1911712543327518,,-1,-1,3,18,18,0
0,237,3.175702609361164,0.19101199919815007,,-1,-1,3,18,18,0
0,265,0.5661351570014654,0.19072744705412445,,-1,-1,3,18,18,0
0,155,0.5981151898533383,0.1904068490651996,,-1,-1,3,18,18,0
0,43,0.5770411629487081,0.19007280778529348,,-1,-1,3,18,18,0
0,232,18.33596653747937,0.18780530525297007,,-1,-1,3,18,18,0
0,107,3.3651517277671306,0.187701649767152,,-1,-1,3,18,18,0
0,321,17.6692527216577,0.18433763472630313,,-1,-1,3,18,18,0
0,283,1.602900483620192,0.18422656504816717,,-1,-1,3,18,18,0
0,239,2.5424758511768704,0.18411580216194864,,-1,-1,3,18,18,0
0,382,0.47100495277673865,0.18381576265254704,,-1,-1,3,18,18,0
0,371,0.47097479928417507,0.18381562811429916,,-1,-1,3,18,18,0
0,102,0.4711149903098047,0.18381507072621545,,-1,-1,3,18,18,0
0,88,0.4713068852396129,0.18381476450715575,,-1,-1,3,18,18,0
0,4,0.4713624564703162,0.18381431909297757,,-1,-1,3,18,18,0
0,376,0.4715317212851256,0.1838141572873995,,-1,-1,3,18,18,0
0,345,0.48640261568777277,0.18315344590066474,,-1,-1,3,18,18,0
0,387,0.5099130737378265,0.18260249514716576,,-1,-1,3,18,18,0
0,60,0.5836541509543428,0.18178564383444806,,-1,-1,3,18,18,0
0,78,0.5719319924493462,0.18164832762327124,,-1,-1,3,18,18,0
0,471,1.307191112784291,0.18101267913785193,,-1,-1,3,18,18,0
0,260,0.7203731248953038,0.1792075588543879,,-1,-1,3,18,18,0
0,39,0.6969340155512408,0.17892443747589787,,-1,-1,3,18,18,0
0,171,0.9525212897914036,0.17871051835193694,,-1,-1,3,18,18,0
0,125,0.8731596945310699,0.1781584029915256,,-1,-1,3,18,18,0
0,364,0.7682709955186586,0.17786690890215148,,-1,-1,3,18,18,0
0,311,0.6753140984973143,0.1763346255678435,,-1,-1,3,18,18,0
0,350,0.6792705891959675,0.17632701848397736,,-1,-1,3,18,18,0
0,331,0.5794203395540436,0.17504757834139534,,-1,-1,3,18,18,0
0,445,4.250180144207124,0.17472083013987516,,-1,-1,3,18,18,0
0,3,0.9853379594388708,0.17386256634710695,,-1,-1,3,18,18,0
0,272,0.9432100444035745,0.17341812543175128,,-1,-1,3,18,18,0
0,183,0.8165240126490332,0.17306283482620538,,-1,-1,3,18,18,0
0,214,0.7831789981953179,0.1728306618171456,,-1,-1,3,18,18,0
0,228,0.7826014115143186,0.17281865059457338,,-1,-1,3,18,18,0
0,324,0.7826014115143186,0.17261839441782953,,-1,-1,3,18,18,0
0,303,0.30047227936487436,0.17131837325519125,,-1,-1,3,18,18,0
0,446,0.30027598213405376,0.17131820201592476,,-1,-1,3,18,18,0
0,297,0.3002752058346862,0.17131817154554171,,-1,-1,3,18,18,0
0,301,0.30121852809419586,0.17131815397580857,,-1,-1,3,18,18,0
0,31,16.641063016239254,0.17131807421014306,,-1,-1,3,18,18,0
0,222,0.30028298704482903,0.1713180642095022,,-1,-1,3,18,18,0
0,141,0.30038730166056143,0.17131805397238042,,-1,-1,3,18,18,0
0,372,0.30059439720286557,0.1713180446296278,,-1,-1,3,18,18,0
0,5,16.641087572461572,0.1713180439574352,,-1,-1,3,18,18,0
0,312,0.3003010059170203,0.17131799766578343,,-1,-1,3,18,18,0
