generation,id,novelty,fitness,species,parent1,parent2
0,6,98.3151974430883,0.48281544846909935,2,-1,-1
1,593,105.31830223560819,0.6739460741059792,1,185,156
2,1492,71.48571786413315,0.612007360741266,4,4,382
3,1795,70.12552037900463,0.7526009658087917,2,1308,28
4,2078,64.54152481682297,0.7044716126121205,4,1962,1795
5,2544,64.60638345383974,0.6641237526658834,4,1327,649
6,3071,55.610616525781886,0.6609110065030299,5,2117,1189
7,3862,38.84140571826246,0.5803503932422609,4,2175,3464
8,4472,49.31517991574002,0.6345901139545995,3,2250,2334
9,4719,47.86375349838277,0.6610261572306368,1,6,749
10,5227,46.27350357151818,0.7047867367945253,4,1492,1852
11,5619,41.81181411650062,0.6408269645351601,1,2995,2656
12,6019,58.34888021170715,0.8248459325017141,4,1492,895
13,6680,22.614530422798843,0.38556343490303563,3,2428,5537
14,7303,48.42580447554408,0.7928283635781418,3,1354,2078
15,7621,38.663179111924606,0.6646353363751253,5,69,593
16,8304,36.200607482839814,0.6141920312254074,4,382,1545
17,8632,21.415085716973227,0.46825125164260045,3,6391,5227
18,9417,43.874173648041065,0.807782173988568,3,7303,696
19,9802,35.85278027249793,0.6073205037011001,4,5754,5537
20,10185,35.94149531327975,0.6991822670167666,4,514,3513
21,10855,23.312862991539053,0.4969797304005088,5,7302,7571
22,11213,23.877753891516665,0.4229067511822275,3,2078,1203
23,11674,32.05454829058011,0.7023422538948012,4,406,576
24,12365,37.18874698572261,0.6950311299828109,5,1872,576
25,12870,96.85685471822654,0.9297458623979129,3,12365,920
26,13329,44.705750537064745,0.8153203487507934,3,1471,11515
27,13738,35.69274080026983,0.5634833456767444,4,997,6321
28,14316,37.0188105555511,0.7936698828350531,4,13666,9417
29,14571,45.88946663557452,0.8689761218897742,2,14194,710
30,15474,79.8856491575444,0.9107745567099009,3,12475,8304
31,15925,33.354971953423224,0.6078921357029559,4,9591,7303
32,16314,30.507725896172847,0.6724006542349537,2,4023,1482
33,16756,28.326789418238214,0.6965558079098174,3,285,6019
34,17242,32.63755970008023,0.6635507900059134,5,593,3
35,17657,76.59120034296366,0.659580668344936,3,12983,14096
36,18095,32.23347997852952,0.6263669452273074,1,16899,12870
37,18792,33.20651008509343,0.6735600179798441,3,16640,114
38,19450,81.90117180209981,0.8417978349769973,4,17668,144
39,19698,31.687740675004882,0.7017232121921925,5,16246,655
40,20060,74.2952947355097,0.9007411884177743,3,17003,17657
41,20602,65.36166614464136,0.9044296587957721,3,12983,15474
42,21254,57.89849172763562,0.9167211932421114,4,7302,17003
43,21956,34.23500248163,0.6720241456077977,2,7303,20060
44,22350,28.227981604070973,0.6585923759582383,1,11904,18081
45,22874,32.664032569179504,0.5815802898297263,3,18844,67
46,23104,45.12905071706339,0.8542503515998497,2,11314,17003
47,23672,48.56219538976664,0.7631204130641613,4,9774,9073
48,24116,44.70463857993802,0.8552360876159878,5,20060,12407
49,24668,35.573630158584926,0.8483106500978468,4,23895,22980
50,25216,39.35141279966277,0.9112815423143803,2,23104,23371
51,25987,41.995594575443384,0.6444231910593021,4,9472,17668
52,26434,50.71470172960894,0.9272989040328646,4,24116,11904
53,26730,45.35459531445214,0.8956073869708985,2,26434,1191
54,27316,41.473512806760695,0.7786981742421984,3,24100,24100
55,27596,38.52581027369733,0.8677861718556563,2,24245,26730
56,28337,49.581041677275955,0.9146115902385228,2,26434,24432
57,28772,38.52199203605623,0.8523625620983185,4,24245,26434
58,29406,45.252437867448755,0.9353260222486229,4,23104,26391
59,29888,38.253638691663035,1.0,1,29406,1482
