Generation,X,Y,Fitness
0,3.18141283200953,2.021464963100225,-0.0038445191093018916
0,2.1814768413130756,1.8903304463065906,-0.12766546957228225
0,2.3692499677161227,1.492285503853472,-0.14052479321473924
0,2.4824343687046846,1.8787610586049925,-0.05920122835831829
0,2.7496415134964414,1.0277983730462592,-0.0610152159573345
0,2.9472505086201526,1.0509763442719786,-0.030313768082845225
0,2.3484957849525694,1.549660833375187,-0.13931013734688985
0,2.3190824487761392,1.7061652735387112,-0.1225785972149443
0,1.6805697284819916,1.8666143828949133,-0.34014530902313245
0,2.255737909411809,0.3445069545698376,-0.24237683088860723
0,3.1546342536951366,0.6547262895543641,-0.014745594089977037
0,2.293319034112324,1.5983366600526125,-0.15158008969767445
0,3.846611147617289,0.13519047177920657,-0.0008334047322151195
0,2.160874138768418,1.9161614303676668,-0.1277717831367816
0,2.852706963630551,0.8502796231043055,-0.04455169609360465
0,2.4454074454355554,2.5232270567540476,-0.014247629805112304
0,3.3141071919968947,1.8549481122905433,-0.0030134202116377812
0,0.6536103767955594,2.21661488249875,-0.28590971401672455
0,0.8086459377093095,1.2019770712096367,-1.3199797419662704
0,1.9419531670948027,2.2187711526050107,-0.10622789373919411
0,3.0770369524854075,1.7047113895393702,-0.01020687159524933
0,2.9999838780102497,0.9083744568980229,-0.025997659978647624
0,2.3645340609266783,2.1525594029455783,-0.04719074216288089
0,2.407270279659025,2.1889674452083887,-0.0386051513920331
0,1.9055834236464955,1.200534255269265,-0.5058814105065551
0,2.160215705310651,0.8961892842629644,-0.32955738351799624
0,2.268756075526025,3.2149096792275875,-0.0019148314281017445
0,3.127521378391994,1.6497620197573748,-0.009030918436950494
0,3.2625342151576504,2.1844369512946256,-0.001920277214556918
0,2.6561162927743514,0.8759583784854571,-0.08533868900359443
0,3.5278776721658596,1.3958119779268947,-0.0021887978779965
0,1.6649630199388301,1.6706208037751802,-0.47285538521978693
0,2.5473675569512633,2.81022781958545,-0.004195316618072974
0,2.145178623008851,0.2485941520264178,-0.30703048802749533
0,2.4264798472891282,1.4814479325244359,-0.12151884653970244
0,3.633358401060444,1.4170309378143013,-0.001319092110477844
0,1.5886882896267385,1.5083047995009176,-0.6391422856844171
0,1.5723140412610832,1.010480173533994,-0.9089927228225207
0,2.260645805900902,1.1597122632521355,-0.24053806991157548
0,0.9786891669725206,2.264665883378074,-0.25366021925874405
0,1.5063061640187094,2.236265240132432,-0.19466146296756692
0,2.4561416788017834,1.167237817699094,-0.1425659062131713
0,1.8442525779521597,0.4543690950746531,-0.5881065223840242
0,3.079091199719992,2.4481204102984213,-0.0020656450787762378
0,1.740248433232259,2.1349598145565167,-0.18214223762089748
0,1.421322180614518,1.3310852699204287,-0.9068027057005822
0,2.4663793978947672,1.50929721654888,-0.10535661163784568
0,2.912838299208959,1.457839652717393,-0.02591662918185348
0,2.5274338543210586,2.2476760024059965,-0.023733607139589614
0,1.8454241285452628,1.595404959727662,-0.39508548630923596
1,1.113613692088267,0.6516634444238836,-1.3848068009940602
1,1.184557690911497,0.6690730853571709,-1.3303413943027727
