Generation,X,Y,Fitness
0,-0.014812598341706167,0.1742646125839492,-1.5423133317178217
0,0.019320768400309177,0.1687694711774142,-1.5422804295354267
0,0.04044190948030779,0.2939232207056066,-1.5427257041005005
0,0.0806177470503745,0.18456588086135106,-1.5428011797571592
0,-0.024570116870809355,0.03824515555402287,-1.5414264411954859
0,-0.2378474225501785,0.006309481455460772,-1.5426606152314704
0,-0.017038341497954967,0.2349460604500333,-1.5426732574642503
0,-0.026266846669154856,-0.025869953989560338,-1.5413973877309997
0,-0.02343241974589645,0.021275222105745728,-1.5413825763535758
0,-0.29930206092813927,0.05940506668644141,-1.5428880050745457
0,-0.00271508828820885,0.09739823661395329,-1.5417044240402107
0,0.020738615401624888,0.2025244221057655,-1.5425275134086804
0,-0.12366402338761277,0.013697857433779353,-1.5419074978785612
0,-0.10256993475150035,0.06656657465300395,-1.541953435535674
0,-0.10710557590434595,0.2750804025130745,-1.5437329807461375
0,-0.021756288830458607,0.28662451758100677,-1.542649344655141
0,-0.1282549953029632,-0.04429019646208747,-1.5420385206052536
0,-0.19765655405869556,0.18160435194891236,-1.5444514444422461
0,-0.15006174774996262,0.029709703038980642,-1.5421597703119114
0,-0.004573152780790998,0.10752070956468737,-1.5417767154977537
0,-0.022276100201663443,0.27066914796533587,-1.5427129918670521
0,-0.01248801155744527,0.06589949181946153,-1.5415214997041022
0,-0.03891326350110908,0.11859777243163551,-1.5419369599861
0,0.09014518852240369,-0.035417654578535254,-1.5417149687970024
0,-0.11307871502858574,0.19320957470099548,-1.5432772040343916
0,-0.08220188884275406,0.1248943442582421,-1.542253793575419
0,-0.005559757427713807,0.255571563862913,-1.542685292829474
0,-0.1239167626498718,0.25299261722434424,-1.543978694044009
0,0.07358886785122995,0.10086339558417325,-1.5419855732179388
0,-0.12692486206672804,0.04208889641002195,-1.5420175230803266
0,0.14087596866082683,0.1681497434091971,-1.5433752858231684
0,-0.15172634640543858,0.28118213255443425,-1.544756727141384
0,-0.04288832404589288,-0.043405768158609984,-1.5414955417019964
0,-0.10687777359426157,0.1593737415355609,-1.542836751954309
0,0.003987291717875867,0.019933239173956493,-1.5413581698838799
0,-0.12041940019395911,0.06556607327502502,-1.5420928335385633
0,0.00801579011110004,0.08144124771545741,-1.541604013596794
0,-0.2426541946153285,0.14964014944699544,-1.5444217296747271
0,0.012623144531276595,0.1429119424628551,-1.5420595607091383
0,0.034364224956526176,0.2460754301354774,-1.542777252325643
0,-0.03225152726319584,0.03128190667753358,-1.5414247286045104
