generation,id,novelty,fitness,species,parent1,parent2
0,126,106.90381262064166,0.6768381225012233,1,-1,-1
1,883,84.55758490666845,0.7036134773043684,5,131,22
2,1230,67.93817604091643,0.6946895265903803,5,589,5
3,1977,91.70344457231953,0.7059184572537309,5,1242,62
4,2266,46.75240768130149,0.7018976817052779,4,1717,1892
5,2578,98.57344022115788,0.9440695916142046,6,2262,1977
6,3272,61.2550037845766,0.8240995385474114,6,1977,1298
7,3559,66.69821229313449,0.881820393822069,6,2578,217
8,4319,50.81047056269683,0.8743155079466197,6,2615,2578
9,4904,60.550754805274515,0.7437887701221526,4,2266,186
10,5440,45.984850718187836,0.6642756075054351,6,4999,3785
11,5798,50.872493010887894,0.8609086203774321,6,1056,5050
12,6171,42.459386925987026,0.790971317517256,6,4717,5618
13,6824,34.165528208123426,0.8674908317522132,6,2103,3612
14,7231,45.115811552783,0.8299012053935141,6,6099,537
15,7504,44.97426490027147,0.7586616985782707,6,3790,7463
