generation,id,novelty,score,species,parent1,parent2
0,3,30.919640363211055,57.55891139841689,3,-1,-1
1,3,20.71872631098308,57.55891139841689,3,-1,-1
2,322,41.19988227314043,63.81140949255238,8,173,169
3,322,32.49009233940676,63.81140949255238,8,173,169
4,631,36.65578294184582,67.4735472739696,9,501,537
5,631,30.391288311155154,67.4735472739696,9,501,537
6,631,29.92135936112985,67.4735472739696,9,501,537
7,1062,27.7832799346874,289.6363422226658,9,937,631
8,1062,27.530046744210647,289.6363422226658,9,937,631
9,1062,27.859641010180663,289.6363422226658,9,937,631
10,1453,34.24990296706735,58.44771671317483,8,1317,1317
11,1595,31.550804393738463,58.510081619935974,5,1453,1404
12,1464,30.091748042443108,247.827221834569,5,1296,631
13,1464,30.954053196960487,247.827221834569,5,1296,631
14,1464,29.23617564938937,247.827221834569,5,1296,631
15,1464,29.61659990951762,247.827221834569,6,1296,631
16,2280,27.1422221410797,243.1367572194672,6,1464,1464
17,2280,26.901929375898945,243.1367572194672,9,1464,1464
18,2404,26.644372248387647,490.5487888632324,5,1464,1464
19,2280,27.372400470954393,243.1367572194672,6,1464,1464
20,2280,27.115015393430255,243.1367572194672,5,1464,1464
21,2280,28.46090440740635,243.1367572194672,6,1464,1464
22,2280,25.10142613327661,243.1367572194672,6,1464,1464
23,3066,26.219116032686955,384.40516809703837,6,2404,2404
24,3066,27.715300045571194,384.40516809703837,6,2404,2404
25,3459,26.43044640738946,391.1086863149486,6,3066,3066
26,3600,29.44338437539603,251.6480716989684,9,3066,3459
27,3729,29.75905359015852,165.53398680522994,8,3600,3600
28,3600,28.574531348247067,251.6480716989684,9,3066,3459
29,3600,30.08249422352579,251.6480716989684,9,3066,3459
30,3600,31.575391848543582,251.6480716989684,9,3066,3459
31,3600,31.743000683919366,251.6480716989684,9,3066,3459
32,3600,31.09693374084548,251.6480716989684,9,3066,3459
33,3600,31.65532645853058,251.6480716989684,9,3066,3459
34,3600,31.98858352073375,251.6480716989684,9,3066,3459
35,3600,31.323003292309146,251.6480716989684,9,3066,3459
36,3600,31.01761209389677,251.6480716989684,9,3066,3459
37,3600,31.17045429434334,251.6480716989684,9,3066,3459
38,3600,30.979347261715443,251.6480716989684,9,3066,3459
39,3600,29.179662546391157,251.6480716989684,9,3066,3459
40,5453,30.230009683080652,172.53188398860146,6,5320,5320
41,5453,31.53894554786895,172.53188398860146,6,5320,5320
42,5453,30.49481877877199,172.53188398860146,6,5320,5320
43,5453,31.47508383815772,172.53188398860146,6,5320,5320
44,5453,30.281011590265003,172.53188398860146,6,5320,5320
45,5453,31.30888814703568,172.53188398860146,6,5320,5320
46,5453,30.70130352127314,172.53188398860146,6,5320,5320
47,5453,31.618790711671227,172.53188398860146,6,5320,5320
48,5971,30.687439430233614,249.09411212670904,9,5817,5698
