generation,id,novelty,fitness,species,parent1,parent2
0,180,68.19659898378865,0.7581625877241497,1,-1,-1
1,629,36.268432986235304,0.7588622076219996,4,180,210
2,1093,13.567739576283413,0.7614678153773612,4,915,807
3,1509,11.488931094269203,0.7563878104038627,4,654,1253
4,2463,6.847865395875894,0.761792260534479,4,915,522
5,2624,7.354369137470345,0.7613964187779263,2,1425,776
6,3479,5.328589821768386,0.7606108812776993,2,64,1425
7,3631,5.089090034061547,0.7608414464277171,4,2091,1912
8,4360,5.171307841872893,0.7619883230503484,2,3865,2301
9,4772,4.3417050741091625,0.76266216799742,1,3039,277
10,5247,5.436105754724896,0.7599621352495524,2,3912,1012
11,5824,1.968697346511943,0.7614462579006922,2,3396,4990
12,6477,5.223982182482195,0.7626458225278683,1,5633,3468
13,6584,4.311904043056939,0.7619567162308485,4,6039,883
14,7481,2.671940548873511,0.761879448428916,3,4772,3533
15,7785,4.7468751888451175,0.7601843890467791,4,1509,664
16,8291,3.5780668046312267,0.7620391818015891,2,7177,7870
17,8937,4.284301948776003,0.7628314211580346,4,3430,4808
18,9228,5.443810834958782,0.7619072860770414,1,7419,8704
19,9928,2.696106207332009,0.7621452809728713,4,5769,8974
20,10208,1.7289609786630453,0.7603856535714358,4,3631,329
21,10761,3.1391389174670707,0.761584629170395,2,4912,284
22,11175,4.272316598537007,0.7628408774554247,2,1425,643
23,11882,5.449294172581307,0.7619794141698938,1,8227,102
24,12332,3.169100455706025,0.7613846832158351,4,4959,8962
25,12521,2.2498075377996978,0.7618246604031218,4,11907,44
26,13051,5.1779622867525905,0.7626943064095438,3,11897,8227
27,13981,1.6741487486390223,0.7611039135307365,4,12662,9512
28,14405,6.231360456160732,0.7607051098621349,4,9928,4959
29,14655,2.6229192114960305,0.7612259141292047,4,8644,8227
30,15235,2.875773022277506,0.7618979658533812,2,13621,1712
31,15853,7.363801190793854,0.7615545903337874,4,7026,9928
32,16064,2.889989294046661,0.7624592584875319,1,7481,12231
33,16504,2.5275115499579206,0.7618708242602908,1,9848,15235
34,17210,1.6796502270685616,0.7620104593416517,4,6039,1425
35,17654,5.123263638507641,0.7614524788427153,2,9469,2624
36,18177,1.1709486286807151,0.7611440050087271,4,17848,4676
37,18920,3.893601302126432,0.7628497423007534,2,14526,12521
38,19387,3.732631916709296,0.7627327095858206,4,9928,41
39,19725,4.055513858630181,0.7618737464448552,3,12231,16064
40,20367,6.231688405668552,0.761390203080537,4,14655,238
41,20727,4.386874982554553,0.761634595992786,4,17210,9999
42,21303,4.698942404786445,0.7626726062510836,3,9134,13668
43,21743,6.2728312668834185,0.7614443220181294,3,12521,489
44,22003,2.695241472944564,0.7617554948180713,4,16803,9772
45,22752,4.198236907125454,0.7615291091872659,4,8291,17654
46,23119,3.8621576373805993,0.7617667614368052,4,19862,5824
47,23747,3.753791457473902,0.762523489062666,4,16126,753
48,24352,4.852956938860375,0.761841004191323,1,5824,9014
49,24776,4.483920524042381,0.7618485513250334,1,11304,360
50,25444,1.6514219761814282,0.7614132332731748,3,2463,24776
51,25776,4.292884196874756,0.7616850050228432,4,18708,9999
52,26038,3.417953170014248,0.7615819515691106,4,15235,4331
53,26504,2.411211866832839,0.7618398393141036,3,24776,1102
54,27107,4.499463760810228,0.7626842486015699,1,16504,407
55,27802,2.9300614338322957,0.7598169169687976,4,24995,10761
56,28166,4.780026247903555,0.7621213456927316,3,20727,20727
57,28701,5.852033630369919,0.7620196945381768,2,9228,12511
58,29427,5.641502372274299,0.7613362301295759,1,16315,27189
59,29641,3.6618874053206123,0.762490454931984,1,11175,17654
60,30093,4.862021293510156,0.7620727846120732,4,5824,9928
61,30709,3.8581796199481024,0.7617916623418988,1,22752,18920
62,31220,2.6659025812093367,0.7606084735035757,4,20367,22752
63,31667,4.588243941612658,0.7615876600398309,4,29176,29994
