generation,id,fitness,species,parent1,parent2
0,99,113.97872152319705,3,-1,-1
1,242,158.9989562523659,6,125,119
2,242,158.9989562523659,5,125,119
3,242,158.9989562523659,2,125,119
4,242,158.9989562523659,2,125,119
5,242,158.9989562523659,2,125,119
6,919,164.87414853312254,4,785,720
7,1031,165.54172646632884,5,774,774
8,1234,183.8923242118346,5,774,1045
9,1361,185.3717191132228,5,1216,1234
10,1361,185.3717191132228,5,1216,1234
11,1361,185.3717191132228,5,1216,1234
12,1361,185.3717191132228,5,1216,1234
13,1361,185.3717191132228,5,1216,1234
14,2029,200.68523549767616,5,1234,1909
15,2176,272.1871556354262,5,2028,2034
16,2176,272.1871556354262,5,2028,2034
17,2176,272.1871556354262,5,2028,2034
18,2176,272.1871556354262,5,2028,2034
19,2176,272.1871556354262,5,2028,2034
20,2176,272.1871556354262,5,2028,2034
21,2176,272.1871556354262,5,2028,2034
22,2176,272.1871556354262,5,2028,2034
23,2176,272.1871556354262,5,2028,2034
24,2176,272.1871556354262,5,2028,2034
25,2176,272.1871556354262,5,2028,2034
26,2176,272.1871556354262,5,2028,2034
27,2176,272.1871556354262,5,2028,2034
28,3934,438.17617947646414,5,3804,2176
29,3934,438.17617947646414,5,3804,2176
30,3934,438.17617947646414,5,3804,2176
31,3934,438.17617947646414,5,3804,2176
32,3934,438.17617947646414,5,3804,2176
33,3934,438.17617947646414,5,3804,2176
34,3934,438.17617947646414,5,3804,2176
35,4887,471.90345516685403,5,4759,3934
36,4887,471.90345516685403,5,4759,3934
37,4887,471.90345516685403,5,4759,3934
38,4887,471.90345516685403,5,4759,3934
39,4887,471.90345516685403,5,4759,3934
40,4887,471.90345516685403,5,4759,3934
41,4887,471.90345516685403,5,4759,3934
42,4887,471.90345516685403,5,4759,3934
43,4887,471.90345516685403,5,4759,3934
44,4887,471.90345516685403,5,4759,3934
45,4887,471.90345516685403,5,4759,3934
46,4887,471.90345516685403,5,4759,3934
47,4887,471.90345516685403,5,4759,3934
48,4887,471.90345516685403,5,4759,3934
49,4887,471.90345516685403,5,4759,3934
50,4887,471.90345516685403,5,4759,3934
51,4887,471.90345516685403,5,4759,3934
52,4887,471.90345516685403,5,4759,3934
53,4887,471.90345516685403,5,4759,3934
54,4887,471.90345516685403,5,4759,3934
55,7604,663.0597772301373,5,7482,7467
56,7604,663.0597772301373,5,7482,7467
57,7878,1706.7255921891272,5,7604,4887
58,7878,1706.7255921891272,5,7604,4887
59,7878,1706.7255921891272,5,7604,4887
60,7878,1706.7255921891272,5,7604,4887
61,7878,1706.7255921891272,5,7604,4887
62,7878,1706.7255921891272,5,7604,4887
63,7878,1706.7255921891272,5,7604,4887
64,7878,1706.7255921891272,5,7604,4887
65,7878,1706.7255921891272,5,7604,4887
66,7878,1706.7255921891272,5,7604,4887
67,7878,1706.7255921891272,5,7604,4887
68,7878,1706.7255921891272,5,7604,4887
69,7878,1706.7255921891272,5,7604,4887
70,7878,1706.7255921891272,5,7604,4887
71,7878,1706.7255921891272,5,7604,4887
72,7878,1706.7255921891272,5,7604,4887
73,7878,1706.7255921891272,5,7604,4887
74,7878,1706.7255921891272,5,7604,4887
75,7878,1706.7255921891272,5,7604,4887
76,7878,1706.7255921891272,5,7604,4887
77,7878,1706.7255921891272,5,7604,4887
78,10742,2061.1544028367907,5,10614,7878
79,10742,2061.1544028367907,5,10614,7878
80,10742,2061.1544028367907,5,10614,7878
81,10742,2061.1544028367907,5,10614,7878
82,10742,2061.1544028367907,5,10614,7878
83,10742,2061.1544028367907,5,10614,7878
84,10742,2061.1544028367907,5,10614,7878
85,10742,2061.1544028367907,5,10614,7878
86,10742,2061.1544028367907,5,10614,7878
87,10742,2061.1544028367907,5,10614,7878
88,10742,2061.1544028367907,5,10614,7878
89,12257,4535.803552365437,5,7878,7878
90,12257,4535.803552365437,5,7878,7878
91,12257,4535.803552365437,5,7878,7878
92,12257,4535.803552365437,5,7878,7878
93,12257,4535.803552365437,5,7878,7878
94,12257,4535.803552365437,5,7878,7878
95,12257,4535.803552365437,5,7878,7878
96,12257,4535.803552365437,5,7878,7878
97,12257,4535.803552365437,5,7878,7878
98,12257,4535.803552365437,5,7878,7878
99,12257,4535.803552365437,5,7878,7878
100,12257,4535.803552365437,5,7878,7878
101,12257,4535.803552365437,5,7878,7878
102,12257,4535.803552365437,5,7878,7878
103,12257,4535.803552365437,5,7878,7878
104,12257,4535.803552365437,5,7878,7878
105,14426,5866.369029818014,5,10742,10742
106,14426,5866.369029818014,5,10742,10742
107,14426,5866.369029818014,5,10742,10742
108,14426,5866.369029818014,5,10742,10742
109,14426,5866.369029818014,5,10742,10742
110,14426,5866.369029818014,5,10742,10742
111,14426,5866.369029818014,5,10742,10742
112,14426,5866.369029818014,5,10742,10742
113,14426,5866.369029818014,5,10742,10742
114,14426,5866.369029818014,5,10742,10742
115,14426,5866.369029818014,5,10742,10742
116,14426,5866.369029818014,5,10742,10742
117,14426,5866.369029818014,5,10742,10742
118,14426,5866.369029818014,5,10742,10742
119,14426,5866.369029818014,5,10742,10742
120,14426,5866.369029818014,5,10742,10742
121,14426,5866.369029818014,5,10742,10742
122,14426,5866.369029818014,5,10742,10742
123,14426,5866.369029818014,5,10742,10742
124,14426,5866.369029818014,5,10742,10742
125,14426,5866.369029818014,5,10742,10742
126,14426,5866.369029818014,5,10742,10742
127,14426,5866.369029818014,5,10742,10742
128,14426,5866.369029818014,5,10742,10742
129,14426,5866.369029818014,5,10742,10742
130,14426,5866.369029818014,5,10742,10742
