generation,id,novelty,fitness,species,parent1,parent2,num_nodes,num_connections,num_enabled_connections,num_disabled_connections
0,108,0.7615007758140564,62.84643632238506,,-1,-1,2,12,12,0
0,23,0.7548695802688599,66.72491952279265,,-1,-1,2,12,12,0
0,10,0.7542455196380615,60.08693369672494,,-1,-1,2,12,12,0
0,79,0.7498716115951538,68.56850547711426,,-1,-1,2,12,12,0
0,50,0.7389358878135681,58.16701743828146,,-1,-1,2,12,12,0
0,33,0.734880268573761,63.693338892345956,,-1,-1,2,12,12,0
0,17,0.73487788438797,31.86423558507808,,-1,-1,2,12,12,0
0,3,0.7348765134811401,31.864240745012616,,-1,-1,2,12,12,0
0,80,0.7348757982254028,31.864243436959054,,-1,-1,2,12,12,0
0,112,0.7348757982254028,31.864243386777265,,-1,-1,2,12,12,0
0,141,0.7348746657371521,31.864246714817767,,-1,-1,2,12,12,0
0,75,0.7348706722259521,31.864256542965695,,-1,-1,2,12,12,0
0,12,0.7348440289497375,31.864355219547765,,-1,-1,2,12,12,0
0,89,0.7347914576530457,31.864543545305388,,-1,-1,2,12,12,0
0,4,0.7347332239151001,31.864762532190912,,-1,-1,2,12,12,0
0,132,0.7345682382583618,31.865354011559862,,-1,-1,2,12,12,0
0,39,0.7345600128173828,31.86552265068251,,-1,-1,2,12,12,0
0,51,0.7342796921730042,31.86637817992692,,-1,-1,2,12,12,0
0,129,0.7341422438621521,31.866777214931584,,-1,-1,2,12,12,0
0,103,0.7336112856864929,31.86900961627048,,-1,-1,2,12,12,0
0,127,0.733587384223938,32.80184689359753,,-1,-1,2,12,12,0
0,28,0.7332587242126465,31.8703501812468,,-1,-1,2,12,12,0
0,77,0.73280268907547,33.72364249907521,,-1,-1,2,12,12,0
0,59,0.7323909401893616,31.873631295551103,,-1,-1,2,12,12,0
0,2,0.7310592532157898,31.87922535494179,,-1,-1,2,12,12,0
0,36,0.7307689785957336,31.880668131579206,,-1,-1,2,12,12,0
0,84,0.7305757403373718,32.7966106904763,,-1,-1,2,12,12,0
0,35,0.7301645278930664,31.88345671636598,,-1,-1,2,12,12,0
0,104,0.729968249797821,31.8842056016899,,-1,-1,2,12,12,0
0,26,0.7294129133224487,34.63379286335972,,-1,-1,2,12,12,0
0,69,0.7290191054344177,31.889770758591272,,-1,-1,2,12,12,0
0,133,0.7283923029899597,31.880178120470855,,-1,-1,2,12,12,0
0,61,0.7277329564094543,31.89642879575149,,-1,-1,2,12,12,0
0,18,0.7276697158813477,31.885145768778234,,-1,-1,2,12,12,0
0,31,0.7272965908050537,32.8301566912647,,-1,-1,2,12,12,0
0,120,0.7249165177345276,33.753518752529224,,-1,-1,2,12,12,0
0,70,0.7243781089782715,32.84359356999541,,-1,-1,2,12,12,0
0,40,0.7233715057373047,32.84780781152347,,-1,-1,2,12,12,0
0,110,0.7229174375534058,31.91934748986401,,-1,-1,2,12,12,0
0,138,0.7220008969306946,31.899926892658236,,-1,-1,2,12,12,0
0,88,0.7202513217926025,31.937528379171805,,-1,-1,2,12,12,0
0,15,0.7185985445976257,72.25055586237495,,-1,-1,2,12,12,0
0,34,0.7142035961151123,31.97114117641852,,-1,-1,2,12,12,0
0,93,0.7141257524490356,69.65762063319895,,-1,-1,2,12,12,0
0,22,0.7137186527252197,33.78213396405643,,-1,-1,2,12,12,0
0,37,0.709006667137146,52.75580639534205,,-1,-1,2,12,12,0
0,38,0.7067869901657104,32.89812003716403,,-1,-1,2,12,12,0
0,42,0.7047273516654968,31.1244350243722,,-1,-1,2,12,12,0
0,131,0.7047041058540344,31.988584841274566,,-1,-1,2,12,12,0
0,118,0.7044321298599243,31.124842815029826,,-1,-1,2,12,12,0
0,1,0.7040727734565735,36.54497743716679,,-1,-1,2,12,12,0
0,45,0.7029964327812195,72.38511952084471,,-1,-1,2,12,12,0
0,60,0.7028653621673584,60.3705163403445,,-1,-1,2,12,12,0
0,99,0.6997286081314087,48.998005625820895,,-1,-1,2,12,12,0
0,87,0.6989139914512634,68.500063873004,,-1,-1,2,12,12,0
0,43,0.6963139772415161,59.31767747420215,,-1,-1,2,12,12,0
0,7,0.6930674910545349,31.159065170125096,,-1,-1,2,12,12,0
0,78,0.6928442716598511,47.88834983326906,,-1,-1,2,12,12,0
0,121,0.6926467418670654,75.13428284217102,,-1,-1,2,12,12,0
0,64,0.6923636198043823,30.276545426396222,,-1,-1,2,12,12,0
0,101,0.6923636198043823,30.276545451883116,,-1,-1,2,12,12,0
0,25,0.6923635005950928,30.276546232485874,,-1,-1,2,12,12,0
0,143,0.6923633217811584,30.276547472453196,,-1,-1,2,12,12,0
0,24,0.6923617720603943,30.27655685932013,,-1,-1,2,12,12,0
0,126,0.6923558115959167,30.276591545051854,,-1,-1,2,12,12,0
0,29,0.6923463344573975,30.27664961957302,,-1,-1,2,12,12,0
0,14,0.6923436522483826,30.276663231544905,,-1,-1,2,12,12,0
0,96,0.6923387050628662,30.276694271137266,,-1,-1,2,12,12,0
0,76,0.6923354864120483,30.27671113422348,,-1,-1,2,12,12,0
0,81,0.6923275589942932,30.276627103617237,,-1,-1,2,12,12,0
0,68,0.692314863204956,30.276889537531098,,-1,-1,2,12,12,0
0,105,0.6923069357872009,30.276875735878285,,-1,-1,2,12,12,0
0,128,0.692261815071106,30.277138993861946,,-1,-1,2,12,12,0
0,63,0.6922605633735657,30.276789552500514,,-1,-1,2,12,12,0
0,125,0.6922141313552856,30.277417702297658,,-1,-1,2,12,12,0
0,13,0.6921072602272034,30.27805920121847,,-1,-1,2,12,12,0
