generation,id,novelty,fitness,species,parent1,parent2,num_nodes,num_connections,num_enabled_connections,num_disabled_connections
0,123,23.71365191804417,115.34620815135197,3,-1,-1,2,12,12,0
1,167,21.44800999832332,204.68581822271673,5,91,55,3,14,13,1
2,346,6.311976374161839,121.4789314113215,2,245,57,3,15,14,1
3,583,7.597065037674728,150.22654023457164,4,248,27,2,13,12,1
4,630,13.148612869078073,269.57351050635543,2,90,542,2,10,10,0
5,754,4.464059861129724,168.32562726154828,5,665,199,3,15,14,1
6,927,15.644025905101042,179.41372717165592,4,771,90,3,13,11,2
7,1065,17.162359249882847,168.75580285755655,5,1018,534,2,12,12,0
8,1289,7.601323742201772,210.40995179396432,2,177,742,3,13,12,1
9,1421,10.339327315895305,154.46972571026,4,5,630,2,11,11,0
10,1530,9.831873915728332,171.2959791050011,4,1402,1289,2,12,12,0
11,1715,10.881564531189413,190.32541268584583,1,1372,630,2,12,12,0
12,1904,9.285370910839822,291.4993781069642,2,472,1506,2,7,7,0
13,2065,22.20086012262619,334.5543570183019,4,193,258,3,9,8,1
14,2103,20.952844575868333,245.20528119245387,4,630,1279,1,7,6,1
15,2256,13.836963262501659,256.66581267434066,4,2226,1904,3,14,13,1
16,2441,16.21709634006969,186.9747641935992,5,2053,248,2,11,9,2
17,2564,8.947990181321165,203.43798827629482,3,414,2182,3,10,10,0
18,2825,24.178169570276626,412.21325345102343,1,952,2103,3,7,5,2
19,2994,11.08892076491467,207.1228223991257,1,2192,2223,2,7,6,1
20,3128,11.399374232526473,235.2586692014283,4,2104,2758,4,15,12,3
21,3281,8.950958950226724,257.41728646974644,3,2909,1904,3,16,13,3
22,3371,8.691634985860116,249.22024096287873,3,2256,1426,1,4,4,0
23,3533,7.247202196778704,226.6821878104061,5,2441,2256,1,5,5,0
24,3672,25.5201410815654,417.903936593705,4,867,2825,3,11,10,1
25,3860,4.1788857046052215,222.1930181828224,5,3345,2030,2,11,11,0
26,4012,12.788777633105129,268.54521587944777,4,3525,2912,1,5,4,1
27,4105,17.920504310149546,322.288274548864,1,3927,663,1,5,5,0
28,4228,15.41913813083639,280.28564701572475,1,3778,2755,3,11,10,1
29,4486,7.5130277073699165,262.65971399906863,4,3128,509,2,8,8,0
30,4610,11.722326932797989,294.0411002576014,1,3487,2310,4,16,15,1
31,4782,14.989929585986102,291.4453502432262,1,3775,2795,4,16,14,2
32,4861,19.628132269376017,473.37736494272804,1,2030,4228,1,7,7,0
33,5084,19.15342693170426,357.58910419240385,4,3281,4873,2,10,9,1
34,5133,17.44172954210863,452.23254682546815,2,4180,2071,2,7,7,0
35,5372,8.871040096392326,226.43469611835016,4,4173,3755,4,14,11,3
36,5423,7.373653682056179,303.8830693405344,1,2256,3936,3,10,7,3
37,5696,16.64339745975768,478.36490677121094,3,5223,5,3,7,6,1
38,5736,11.255315110987608,355.6061899811585,3,5038,861,3,10,8,2
39,5895,10.823539635976958,335.0593635165416,3,4610,4180,3,13,11,2
40,6022,5.661963647973733,254.96318346171975,5,4450,544,2,11,11,0
41,6219,16.764320859776337,619.8345871356694,4,4012,3927,3,12,11,1
42,6397,12.082381218014808,605.1171885338762,1,5017,5736,2,11,11,0
43,6495,11.976561432420402,482.9848289725977,4,2256,4873,1,5,5,0
44,6650,15.20387722014926,328.9056482176712,1,4769,1477,2,10,10,0
45,6801,19.883474425209574,439.50178541398753,1,5223,576,2,8,7,1
46,6913,15.058462490578115,482.2893359150503,1,5234,6397,2,4,3,1
47,7104,17.323377136795475,653.224968823812,4,5786,3927,7,24,18,6
48,7302,15.013218505045606,506.12254052232976,5,6991,6099,3,14,11,3
49,7370,8.881265422934602,421.51041933965655,3,7237,6397,2,13,13,0
50,7514,13.735981037777771,400.01836959932143,3,6219,7081,3,9,9,0
51,7746,12.031323186127784,681.7128121888761,5,6099,6163,3,13,9,4
52,7820,14.759184455942648,569.2181126630946,5,5038,7302,2,8,7,1
53,8042,17.955008918275283,579.6667495829719,5,1904,6801,3,14,12,2
54,8124,16.100296293016807,315.1383256166198,4,6871,2103,2,8,7,1
55,8264,21.07366046882381,339.79438652695967,4,5974,6899,3,11,7,4
56,8548,14.772704733718701,441.6856540724142,5,5727,248,4,16,12,4
57,8617,14.024998836622864,469.52785422072577,2,7032,4861,4,13,12,1
58,8838,12.632205131671116,374.2710198929061,3,6397,6195,1,5,5,0
59,8861,12.418660477040312,420.75864545849697,2,541,5727,3,12,11,1
60,9015,11.335223129909565,398.73230943540244,3,5736,5786,3,13,12,1
61,9213,11.326681796497484,556.5637677918069,3,4105,8617,2,12,11,1
62,9317,12.692729065230667,356.56337685713015,5,6913,6330,6,19,15,4
63,9478,10.597996978325723,395.0826588318738,3,8560,6140,2,9,6,3
64,9639,12.68672705518818,404.69891655643823,5,7302,7108,3,13,12,1
65,9789,13.596029372795392,492.6674642418878,2,9519,8752,2,11,7,4
66,9942,10.860704784882946,446.48059028290675,2,5423,7746,3,13,13,0
67,10132,13.60995137281687,672.651648944811,4,9106,7820,5,19,14,5
68,10348,7.346516153590154,384.0932584015287,1,10001,4625,2,8,4,4
69,10445,12.04956024781252,559.6752138315545,1,10075,7820,7,23,16,7
70,10545,12.401763334229118,430.4594064175926,1,8019,8617,4,16,13,3
71,10680,16.06040780535777,543.008240543774,1,5696,8796,6,22,17,5
72,10834,9.108349704861407,275.2378720354215,1,9106,843,6,19,15,4
73,10962,13.826952518083756,486.0940419981225,1,5895,157,2,8,7,1
74,11190,11.04336532549161,458.23659150870924,2,8548,867,4,13,9,4
