generation,id,novelty,score,species,parent1,parent2
0,449,56.380209154425614,0.7485901992551928,3,-1,-1
1,933,32.12172909943885,0.7032404895666928,3,57,449
2,1471,19.04531430429296,0.5997343914261061,3,970,654
3,1311,18.686813456819365,0.6410958217727624,1,699,640
4,2234,38.152681628155165,0.2029252711844605,3,1639,1639
5,2772,42.186338753055935,0.07887629698387032,1,2406,2334
6,2772,40.07924211713077,0.07887629698387032,1,2406,2334
7,3203,33.98132708385677,0.35714570941841534,2,2548,2551
8,3709,35.96076911503324,0.0293330239092215,1,3158,2234
9,2772,33.57504407853803,0.07887629698387032,1,2406,2334
10,3709,40.06424921132798,0.0293330239092215,1,3158,2234
11,5771,35.261929300611165,0.007591439666854926,1,3709,4983
12,3709,34.214852759209734,0.0293330239092215,1,3158,2234
13,6752,31.86827041945844,0.2024529653490609,1,5771,6262
14,6752,33.565673040942826,0.2024529653490609,1,5771,6262
15,6752,33.17895485750203,0.2024529653490609,1,5771,6262
16,4593,30.952296381249692,0.3069792167602676,3,4207,4136
17,4593,29.9731725456076,0.3069792167602676,3,4207,4136
18,4593,31.11839624156587,0.3069792167602676,3,4207,4136
19,4593,31.137045863262564,0.3069792167602676,3,4207,4136
20,4593,28.91682162106743,0.3069792167602676,3,4207,4136
21,10613,27.875882318892124,0.38653317782442326,1,7967,10120
22,11011,29.49138983842634,0.09856449803830782,3,10740,10728
23,10613,30.939339781106284,0.38653317782442326,1,7967,10120
24,11164,30.28609364059437,0.2964985011886411,4,10543,10554
25,12636,29.7315685262015,0.23221600098259199,3,11987,11011
26,12247,29.221763635759935,0.4289657350502788,1,11379,11381
27,12247,28.420460084821215,0.4289657350502788,1,11379,11381
28,12247,28.61227868888415,0.4289657350502788,1,11379,11381
29,12247,28.99774093790464,0.4289657350502788,1,11379,11381
30,12247,27.7575852674589,0.4289657350502788,1,11379,11381
31,12636,28.609102827161987,0.23221600098259199,3,11987,11011
32,12247,26.021001364407486,0.4289657350502788,1,11379,11381
33,12247,25.339618653944026,0.4289657350502788,1,11379,11381
34,12247,22.955230678636873,0.4289657350502788,1,11379,11381
35,12247,26.86413325670841,0.4289657350502788,1,11379,11381
36,12247,24.421820974453833,0.4289657350502788,1,11379,11381
37,17902,21.56712257083151,0.6414044044782453,3,17397,17370
38,12247,21.32265494502231,0.4289657350502788,1,11379,11381
39,19248,22.798648399357443,0.3172044783010616,5,18882,18895
40,12247,27.807826486457454,0.4289657350502788,1,11379,11381
41,19248,25.23445621811562,0.3172044783010616,2,18882,18895
42,12247,28.090581433883074,0.4289657350502788,1,11379,11381
43,12247,29.997412418178435,0.4289657350502788,1,11379,11381
44,12247,24.28282385699236,0.4289657350502788,1,11379,11381
45,12247,25.249904221081017,0.4289657350502788,1,11379,11381
46,12247,26.18149199758612,0.4289657350502788,1,11379,11381
47,12247,23.149964313632342,0.4289657350502788,1,11379,11381
48,12247,22.628749946498676,0.4289657350502788,1,11379,11381
49,24017,20.526089429603203,0.48390899894563494,3,21644,23755
50,12247,22.87655286986054,0.4289657350502788,1,11379,11381
51,12247,25.96446976170656,0.4289657350502788,1,11379,11381
52,25764,56.953874833853696,0.11707431846871134,3,24017,25249
53,25764,55.982507243709925,0.11707431846871134,3,24017,25249
54,25764,57.82567164253139,0.11707431846871134,3,24017,25249
55,27426,63.41289421463957,0.38486181481355064,3,26914,26930
56,27843,61.00623733362159,0.3512233936508071,3,27426,27388
57,28381,58.607001820448616,0.4621657117828958,3,25764,27891
58,25764,60.679330838846305,0.11707431846871134,3,24017,25249
59,29362,56.977457553447366,0.34201905419990636,3,28852,28852
60,29362,59.82231473668689,0.34201905419990636,3,28852,28852
61,30378,57.697026056275824,0.411094139118802,3,29362,29888
62,30378,56.36958192142117,0.411094139118802,3,29362,29888
63,25764,60.15211679515987,0.11707431846871134,3,24017,25249
64,30378,55.186568484757544,0.411094139118802,3,29362,29888
65,30378,56.65995449313612,0.411094139118802,3,29362,29888
