generation,id,novelty,fitness,species,parent1,parent2
0,99,62.491388362657354,0.7581809433333908,1,-1,-1
1,962,19.882117585208338,0.7560053277268998,5,190,98
2,1081,12.639184937017841,0.7586657432075241,3,294,99
3,1963,11.509648407031928,0.7603958931178444,1,1042,773
4,2409,7.007378692444373,0.7613215671874973,5,735,230
5,2578,6.2846489661230915,0.7599907936880471,3,1339,1694
6,3041,7.882334583930606,0.761826514527444,5,159,64
7,3533,8.016633084426065,0.762012398867666,5,3041,2717
8,4086,6.445745036660628,0.7608999744143566,1,2178,2635
9,4752,9.64039822369756,0.7600258683018317,5,4149,3944
10,5213,6.19469589798318,0.7612740627175071,5,1421,4024
11,5776,3.347115634976325,0.7606568449978311,2,3746,4220
12,6418,2.8183551675038245,0.7612261611540869,1,4758,560
13,6829,3.513182513081498,0.761537104866306,2,6330,1082
14,7031,5.48102790546827,0.7598860589472357,4,4790,2250
15,7545,4.418341945979775,0.7593312814702463,2,4801,4025
16,8440,2.927355549317118,0.7605926726131367,2,6549,5298
17,8992,4.567058397720799,0.7615605665156487,5,5660,2228
18,9104,1.8409229666678113,0.7608151849975318,4,6470,1664
19,9955,4.496229945646134,0.7618011645487255,1,3927,6829
20,10199,3.2327935151855103,0.7597399515654072,5,9303,6539
21,10504,1.7129134026745882,0.7607142062645391,5,3927,342
22,11454,1.3400912807924104,0.7616727565511894,1,7777,6620
23,11813,2.526166504941155,0.7618735768278454,1,6615,6470
24,12070,2.2824650298950755,0.7581669689836158,1,4092,9171
25,12588,1.867140577559304,0.7614171493764217,2,9955,560
26,13429,5.67294146602147,0.7614156134940925,2,11108,380
27,13879,0.9085995343145041,0.7619588863738527,4,6829,11749
28,14147,0.9122342522724997,0.7619676687639342,5,9104,10777
29,14924,4.4843487968799085,0.7626861516099303,3,11108,13737
30,15357,3.353988691324903,0.7622870774451422,3,735,243
31,15998,0.8663952697031315,0.7619342408143016,5,9508,228
32,16044,1.8757854594970595,0.7610866149582797,5,2409,13875
33,16878,3.1905541868103287,0.7626651322804503,5,13879,8927
34,17296,1.0752827396372198,0.761228888449593,2,15770,8440
35,17981,1.0855061069190373,0.7613216997386654,2,15931,13007
36,18111,2.5060944034410966,0.7613098391982189,3,5327,14485
37,18676,1.1384816868607381,0.7617056751187715,3,6432,18223
38,19080,6.934806499423299,0.7618851821123314,3,11430,14316
39,19501,4.635990642075538,0.762733386848172,1,15102,877
40,20493,1.2882567697738245,0.7612425315194672,2,17967,215
41,20831,1.3975211019734661,0.7618518002601223,1,16002,5211
42,21187,0.8599129331977697,0.7614679860307391,2,14474,13007
43,21637,1.558423179833393,0.7617998172031102,2,15998,5776
44,22162,1.6289010226528775,0.7613790899604465,3,14438,617
45,22841,1.8234379868790869,0.7615879294131768,2,20961,13632
46,23365,1.5251985253105322,0.7614777758220667,2,20406,3713
47,23811,0.8704882087230499,0.7609887617006303,3,12710,119
48,24251,4.660361079074664,0.7618714274126469,1,9104,6
49,24996,0.8420780597326563,0.7617880464264284,2,24223,4086
50,25230,0.8199534331891042,0.7616766277933777,1,23365,19501
