generation,id,novelty,fitness,species,parent1,parent2
0,230,64.96417750905545,0.7552909675000639,2,-1,-1
1,735,46.0021925623705,0.7307942198039736,5,335,265
2,1082,111.51497273629336,-0.0678640921584631,5,565,922
3,1925,50.52085952894496,-0.15010471978491824,2,586,1226
4,2215,42.12948130774318,-0.2791345492870611,1,563,99
5,2958,38.62721367110313,-0.08766917908057584,2,1274,133
6,3118,42.58191014125526,-0.06490661016506952,2,1343,270
7,3713,40.75846961680427,0.05973329739176329,2,665,351
8,4364,32.565739196493084,-0.012211655017706836,4,88,434
9,4545,24.97350996414839,-0.26616346923773837,2,102,279
10,5401,30.564391666684205,-0.11569023062839023,5,1891,877
11,5896,29.494033094581784,-0.10750392935228054,2,3012,2558
12,6311,29.16079773322121,-0.15588591203984323,2,1635,156
13,6650,28.801113166526097,-0.1723387231461787,1,2418,300
14,7008,29.75673991282015,-0.26319321188871964,2,1081,1925
15,7705,28.85737993413078,-0.03726908212538952,5,1274,490
16,8498,28.393129882855295,-0.2659035601060992,2,275,1664
17,8643,29.076365689876653,-0.26868170871251196,2,2558,88
18,9496,32.05723774876933,-0.1529617375425089,5,1963,179
19,9988,32.42456434850924,-0.1282717217589036,2,7014,8394
20,10247,32.41558316999114,-0.16726876119537942,4,1304,3713
21,10782,24.894708943998374,-0.3338192458840307,3,2228,102
22,11500,46.71191182550476,-0.19649217611864875,3,133,1082
23,11924,27.93015644736072,-0.28510983368093945,1,349,251
24,12458,27.697722179474248,-0.20347686197852166,1,1925,271
25,12873,34.18404318678111,-0.18782494049723306,4,3713,3713
26,13014,28.349370734136077,-0.15519264642784017,1,271,153
27,13888,23.539272122824002,-0.021198867971751377,2,11500,240
28,14295,26.96335568337613,-0.04737880312819122,3,1051,1304
29,14759,29.036648086027235,-0.19083286568156124,2,143,1274
30,15410,29.91251423347916,-0.20680856124370048,4,3713,144
31,15707,39.74424205111333,0.1525615143117754,2,102,1082
32,16059,28.4782410357133,-0.145168168687974,2,6,66
33,16804,26.080083738633466,-0.2239334266649912,3,243,63
34,17157,29.632279101168937,-0.21221353297549633,1,11500,1082
35,17626,29.35149622060077,-0.2659519730693867,3,1215,156
36,18091,26.36281722346721,-0.09623496742713128,2,17981,240
37,18845,26.736622258884882,-0.1112554083225505,3,13393,20
38,19006,29.978067963900163,-0.19400809261039031,1,15986,543
39,19960,26.97783152645543,-0.046182651548386085,1,18597,133
40,20374,28.73443975342503,-0.24172702650490335,1,243,44
41,20942,27.630692125251773,-0.18056686890176843,4,1635,271
