generation,id,novelty,fitness,species,parent1,parent2
0,95,82.65608840012035,0.4622696707607066,3,-1,-1
1,914,68.3780728561575,0.6803639824803689,4,173,365
2,1331,77.20713972207581,0.7079105704543173,4,337,337
3,1800,62.07748072946559,0.679386737160734,5,116,702
4,2322,109.77515551200487,0.8417689572774391,1,1800,657
5,2827,57.76981984231146,0.7432041361039201,2,1800,673
6,3177,43.48136380176822,0.5341937519129428,5,383,2322
7,3849,113.7480014263421,0.920956534714371,5,702,16
8,4137,40.06244373180932,0.7436835505288932,1,768,2827
9,4626,60.64165355301268,0.7671543043947333,3,2542,4273
10,5261,53.0901511949266,0.6148994698111163,5,3893,2262
11,5677,55.218852394414206,0.8047634607869308,1,4764,3849
12,6405,33.516674181760536,0.7145743823465812,4,5261,400
13,6796,91.36204342059615,0.9204080540729445,5,3561,2827
14,7242,71.28830981928533,0.8522848557526419,5,6796,4222
15,7812,36.00031010600148,0.8102619695897524,1,3849,352
16,8251,81.49275078629813,0.947925101470892,2,7266,1463
17,8858,76.41357934419277,0.646165808113911,2,6908,6906
18,9050,62.06433461874856,0.8565837622102581,6,1171,8156
19,9641,59.08114114300576,0.959788917355012,5,8156,2827
20,10224,67.71158656637166,0.6367157798451836,1,5706,2827
21,10868,51.8139752170471,0.9044557891202458,2,9641,400
22,11408,49.92807495172699,0.6427364501977473,1,1519,493
23,11800,45.44902116750463,1.0,1,8824,2322
