generation,id,novelty,score,species,parent1,parent2
0,180,64.52386268375635,0.7581625877241497,1,-1,-1
1,180,19.35282744724132,0.7581625877241497,4,-1,-1
2,1432,11.428045935464366,0.7596157261603148,5,613,920
3,1589,16.373565086085954,0.7590592456035662,5,1432,920
4,2402,9.066672978131932,0.7572550321566514,3,1721,1721
5,2822,11.11377430526958,0.7611141540885161,4,2248,2011
6,3127,8.579487380185297,0.7615841858296134,3,2738,2476
7,3707,8.940154766192467,0.7586678146121804,4,3391,3391
8,4346,10.68467281062406,0.7601671256724606,5,3466,3462
9,4781,8.835396272252312,0.7605209011068762,5,4360,4295
10,5101,11.957026277699589,0.7625533620019249,2,4605,4654
11,5483,7.949315481742293,0.7613522461771148,2,5340,5340
12,5929,10.850127655895298,0.761998621962952,1,4952,5451
13,5929,9.149888037755955,0.761998621962952,1,4952,5451
14,7023,8.309164350962975,0.757606208753708,4,6533,6552
15,7630,12.25233491780548,0.7601356828265052,2,7196,7147
16,8137,16.56325453033187,0.759938643661136,2,7644,7630
17,8658,10.030041368312885,0.7609270064515299,2,8184,8149
18,9145,15.221052326995274,0.7573270468012634,2,8652,8723
19,9588,8.77307425289362,0.7622103604247035,1,9066,9036
20,10278,9.09846522105906,0.7553653002891727,4,9693,9645
21,10723,13.032560448283629,0.7589120210292146,5,4262,10286
22,10990,12.698934033388898,0.7578308587497831,1,7450,10539
23,11299,10.368574441787928,0.7549528042345625,1,11035,11001
24,11853,9.579495325987331,0.7619212428371867,1,11407,11365
25,12340,11.296419507030972,0.7582997873083747,1,11823,11821
26,13070,13.562724406346284,0.7598109043600871,2,12267,2142
27,13615,7.588986421347277,0.7623550861577978,5,12993,13112
28,13776,10.273585912783627,0.7594315477360447,2,13582,13531
29,14227,7.956229419708707,0.7606251305381645,2,13779,13735
30,15058,9.07775767023309,0.761002554852354,1,14566,14566
31,15412,4.957969500502416,0.7611408453478176,2,14862,14851
32,15738,4.6111553669510785,0.7617478031229276,2,15249,15461
33,16424,10.017668729508705,0.761536769381595,3,15963,15267
34,16792,6.641875578454091,0.761368713431366,1,16383,16328
35,17379,9.42517631254319,0.7583791797236576,2,16853,17046
36,17838,7.950734797364817,0.7580006070855635,2,17449,17357
37,18390,8.068966920888197,0.760354354591841,1,17889,17871
38,18630,6.45872311491869,0.7617556669749579,4,18201,18593
39,19232,7.514517108315414,0.7612531987509646,4,18688,18633
40,19874,6.567307487018774,0.761208343266867,1,19159,18855
41,20198,8.096770456568864,0.7615513745719344,3,19612,19656
42,20665,8.903586254409172,0.7593677768542626,2,20293,20345
43,21135,4.3427635855639455,0.7597036058409068,4,20682,20745
44,21889,10.014727678031624,0.7595121837414721,5,21428,21428
45,22311,10.024058366303212,0.7586409805799931,1,21763,21801
46,22732,3.5647866192009596,0.760740187933862,1,22275,22304
47,23113,6.174508253198729,0.7589542912809092,4,22605,22605
48,23968,6.855796354945864,0.760883280310896,2,22485,23386
49,24044,10.777308943156022,0.760155977702671,3,23645,22640
50,24860,7.730556764221182,0.7579998894612912,2,24327,24347
51,25099,11.489817622790826,0.7611607010425456,3,24740,24757
52,25699,8.098269894581884,0.7602233593912937,4,25265,25290
53,26118,7.744396721838441,0.762388551657112,3,25639,25661
54,26487,5.9087051868316935,0.761951485341553,3,26041,26007
55,26982,8.329444203718378,0.7607633058562994,1,26548,26483
56,27494,10.164276186321212,0.7603295727443996,1,27020,26999
57,28068,11.937273308080703,0.7614999136225588,1,27473,27507
58,27984,14.235606689611757,0.7534632808324156,1,27506,27081
59,29042,6.155049923885014,0.7606476711185411,1,28561,28505
60,29476,17.045693873990285,0.7526083863200835,3,28141,29075
61,29975,7.136842468420591,0.7608367176614076,6,29537,29506
