generation,id,novelty,fitness,species,parent1,parent2
0,191,126.96559992335624,0.66142279743253,3,-1,-1
1,562,85.5859003540098,0.6903923188897111,4,456,190
2,1198,72.6411715321735,0.7802494024689108,4,369,224
3,1632,36.9449385850635,0.7075023914453542,2,1483,943
4,2484,39.66735257448348,0.6078778895667721,5,1307,1242
5,2810,42.35469190286705,0.7699922297335035,5,2479,549
6,3170,67.63040511054,0.7001173793360669,5,1518,2956
7,3842,122.64940520792533,0.7849530068077942,5,2846,3170
8,4021,95.77221149548534,0.9474871315516584,4,3842,1674
9,4843,91.46199375618168,0.7621506207685611,1,3629,2437
10,5146,58.62233309281334,0.6681667855017891,1,62,4884
11,5634,74.17978908089695,0.9516854275516531,4,3521,4231
12,6033,52.413665410244086,0.7967407151495658,4,5634,5634
13,6787,66.63841335570207,0.9449533763514906,1,6268,5634
14,7338,56.443679787184884,0.8679934321578517,1,6502,3400
15,7681,36.66869635673608,0.6446342817202338,1,4539,776
16,8073,53.36876951758684,0.7916599486662798,1,5822,3629
17,8915,52.565149306914215,0.9479594753034638,5,3521,6787
18,9460,34.343539459600336,0.6864161652438374,1,5430,2838
19,9883,47.44244912534774,0.8611841099858275,1,5430,351
