generation,id,novelty,fitness,species,parent1,parent2
0,227,63.48297398660048,-0.31623990692450643,3,-1,-1
1,546,30.091834154862983,-0.06984399332164053,5,260,128
2,1063,42.39365959157236,-0.15844180839676733,1,188,34
3,1658,34.15120397681937,-0.11236108341583359,5,782,774
4,2179,36.199201653869224,-0.05683584489390823,3,708,958
5,2687,24.458416156171076,-0.225324131104623,4,794,585
6,3326,20.05361781333704,-0.11719590454681271,4,619,245
7,3679,39.07306206726962,0.0540315014442223,7,272,1136
8,4229,18.640956757791685,-0.11908336780873059,2,250,174
9,4721,26.02343418851511,-0.10642491744083821,4,522,494
10,5083,22.673131149837157,-0.1839451630519932,5,4127,4721
11,5555,20.830780884284447,-0.17890610725655268,2,522,607
12,6233,23.01310221105323,-0.1849654390266983,4,494,3514
13,6678,38.680509718108425,0.12269754385749462,2,2546,6312
14,7296,32.43036719251645,0.05147152279643536,2,1680,1395
15,7832,23.130306881894118,0.03575847678642816,1,1481,1182
16,8187,19.203789864969952,-0.08696770042151125,4,5181,612
17,8521,22.022311845270895,-0.09592307193819052,1,250,250
18,9451,18.3035741309795,-0.11113190622073382,3,27,581
19,9897,19.481916339548444,-0.12052760868589868,4,997,34
20,10130,18.305399218041803,-0.19535093330075995,1,3679,7296
21,10949,21.062178391951093,-0.10746426390026151,3,3843,6444
22,11116,20.969824737481666,-0.14951705758874773,5,138,35
23,11894,18.761610968147863,-0.09005395283777959,1,3679,708
24,12454,39.08097684730546,0.2499779327783758,6,1288,7296
25,12900,21.87398739866885,-0.0991069913016392,2,250,1288
26,13193,18.533511830187898,-0.12416900459204668,3,491,473
27,13650,23.220004436832863,-0.04724889670172864,2,102,27
28,14124,39.792077958023235,0.3887736182970395,2,25,12454
29,14760,23.95088751846053,0.004289105951054429,5,245,188
30,15469,36.31292619905641,0.214073607995697,5,14124,590
31,15591,18.868704921635892,-0.18822652853841706,6,932,622
32,16087,19.71995388342009,0.02450457066478712,7,4721,1288
33,16568,23.83850373489925,-0.001832783403038835,2,1717,1136
34,17169,36.09624363261011,0.34616284075544806,5,12454,1102
35,17745,20.3134038724158,-0.2051409746607271,4,11273,4721
36,18105,20.094054282864406,-0.03028873538926316,2,638,870
37,18530,32.42794786667153,0.22012151306773892,6,1100,15469
38,19333,27.735618423197057,0.23862745643967778,5,7296,1062
39,19576,21.347005623307904,-0.10162804845689213,4,14086,16178
40,20404,20.23354692783783,-0.2042922555266474,3,730,1038
41,20804,28.759528992714387,0.20019553728170536,7,15469,1374
42,21194,27.423689185501182,0.22983371127153895,5,15469,505
43,21624,22.1462903069182,-0.13561873789720413,6,958,958
44,22500,28.10735772510529,0.2672563338800256,7,15469,606
45,22648,20.27408795292021,-0.03220517992492477,6,188,27
46,23140,21.37134750484895,-0.023656572306450577,7,956,1775
47,23881,19.659752458742254,-0.20780013729500632,4,14942,2687
48,24237,20.14827373299361,-0.03883200967755042,5,46,52
49,24680,26.91090176308945,0.14251850813679637,2,622,258
50,25008,23.046874785875,-0.008147546825644766,3,442,1136
51,25548,17.524669765752584,-0.18176333944536308,5,22603,2179
52,26123,20.538387189276133,-0.19995527753638145,1,1717,514
53,26640,28.32153336789229,0.24566350447403923,3,1062,1102
54,27037,18.646063690624132,-0.008249250038227409,4,6619,521
55,27626,20.334734861821396,-0.12819858519722666,5,2930,156
56,28314,25.271425925750556,0.268435491307245,7,15469,305
57,28937,19.648342592227173,-0.1802021432962345,3,1513,17169
58,29080,19.498453720315,-0.17608632777566893,2,18530,339
59,29803,20.113092318562614,-0.19881629328923697,3,17169,515
60,30447,22.563249074778827,-0.08661457748463232,7,272,1136
61,30775,20.899034072506236,-0.09015428442475378,7,578,14124
62,31005,17.979915833813983,-0.1272927778412475,7,15089,1677
63,31993,29.419472629426973,0.3002677654901083,6,17169,12454
64,32202,27.930432704232096,0.19897585507624319,5,34,14124
65,32694,20.964343866837442,-0.2652830574380577,2,809,4721
66,33175,19.409985153168996,-0.1136099571893883,1,514,532
67,33565,29.172776420544476,0.20051340220125502,6,7296,163
68,34491,130.7081435422949,0.3321474733702886,5,7296,1201
69,34536,33.00397886188841,-0.18142109036841061,3,478,34491
70,35467,32.35312630669893,0.35242918463397327,2,8,15469
71,35509,20.424717011772486,-0.16319399538223675,7,627,1177
72,36338,24.42689139215639,-0.01809792273368666,3,6704,442
73,36759,17.514301544139283,-0.24447477806726928,4,27539,30212
74,37148,20.452999582933337,-0.12379309699799389,2,521,494
75,37909,62.91671329848239,0.3459825965519914,2,809,15469
76,38050,20.716315955182253,-0.044917333785555236,2,1680,1102
77,38635,20.240492193884197,0.055995623864730046,5,34491,287
78,39008,26.42763780614041,0.18124026055536713,5,37909,14124
79,39600,19.68140103638193,-0.22096943070017427,7,97,35467
80,40021,23.185730230560104,-0.025486625676771738,3,932,602
81,40784,22.340961150688038,-0.03300043620581769,3,28,174
82,41441,20.28226662452796,-0.16046071486289504,6,386,34491
83,41628,19.20651157560824,-0.20543819492613416,5,1417,1076
84,42129,25.74117405483153,0.22531730743824502,5,18530,505
85,42635,91.90697940731087,-0.02455182671620952,5,37909,34491
86,43414,18.145223502063605,-0.13721422829024868,5,42042,2773
