generation,id,novelty,fitness,species,parent1,parent2
0,362,115.80768804481406,0.690755507973897,2,-1,-1
1,571,50.65525632872618,0.6922018063234714,5,280,90
2,1339,7.163003546363385,0.6927785298447879,5,924,594
3,1516,32.00762150908763,0.6938446221199706,4,919,747
4,2065,0.43423271273470665,0.6936108270408248,5,1981,1994
5,2661,0.5232812178851648,0.6934543246880912,5,2374,5
6,3216,0.5792077358411484,0.6936356216754651,5,1339,2660
7,3581,0.41059468893768997,0.6938520403738151,5,2450,505
8,4394,108.39309494013035,0.8304569808097763,3,3801,253
9,4989,45.39234129827767,0.7042464939992198,5,1667,697
10,5343,0.4221423243804015,0.6938084718418739,1,4238,3311
11,5527,34.761241718417644,0.7176000366646865,1,1910,1298
12,6113,0.6510902185717435,0.6938368800417369,5,3046,5421
13,6510,25.092714925759026,0.7147875134145991,5,3245,770
14,7352,92.90710903418933,1.0,3,747,1667
