generation,id,novelty,score,species,parent1,parent2
0,106,7.916147515060008,116.0970225385892,2,-1,-1
1,203,10.057674257964496,140.11566928455647,1,59,44
2,354,7.297944273555354,169.28044764482576,6,220,7
3,433,8.450961417594492,130.76526551755478,1,238,251
4,466,13.832161610481787,127.42778157616674,4,331,383
5,827,13.299000807634444,120.4165081514761,4,658,430
6,858,8.20833042047092,157.20549796327194,5,583,583
7,1028,9.960685757946703,130.76948809249856,1,903,827
8,1128,10.761757325852386,139.16791914031225,7,996,987
9,1331,9.95844303724769,138.58892806204102,4,430,430
10,1506,12.814939738515854,158.17370633149463,5,967,967
11,1627,10.466856880596177,125.41829793024462,6,1501,1391
12,1745,9.583863056637682,143.793451004643,1,1343,1163
13,1840,9.407384672671913,140.81055683285243,1,1687,1283
14,2031,7.963736498489185,149.9310122748298,1,1891,1891
15,2138,9.690881921984678,133.23947813659015,7,1262,1262
16,2322,13.664163553831687,132.25423599946018,7,2006,2135
17,2439,8.259257153641784,213.23444396145902,6,1501,1501
18,2530,6.639527447682116,170.7396448026786,4,2390,2115
19,2729,11.179208240119355,190.95942565807545,6,1501,2580
20,2838,10.691354252639607,134.55443308671434,1,2697,2697
21,2976,7.13438829440621,163.04595831497082,5,2749,2608
22,3080,13.106130834772944,152.48180422373682,4,1335,1335
23,3157,8.508854982760177,126.8910646164782,2,3040,3034
24,3395,10.062110529389164,150.48018490741953,5,2115,2115
25,3466,12.653147128954496,138.9373978537453,1,3346,3346
26,3570,9.185729559169108,139.86972849047802,6,3466,3413
27,2115,18.769322294607136,125.99241031013794,4,430,1976
28,2115,18.999169833182915,125.99241031013794,4,430,1976
29,4066,6.052875823808446,141.8542751335403,4,2115,2115
30,2115,19.649744658917434,125.99241031013794,4,430,1976
31,4280,11.797827632753723,135.8223584470264,5,4079,4172
32,4280,11.137805765500953,135.8223584470264,5,4079,4172
33,4345,14.452501882026134,133.17845578172415,4,3899,4224
34,4345,14.201423200726689,133.17845578172415,4,3899,4224
35,4345,14.2132584423457,133.17845578172415,4,3899,4224
36,4918,13.972801153569895,168.6234838110211,3,3707,3286
37,4918,14.45365188182622,168.6234838110211,3,3707,3286
38,4918,14.223945582180557,168.6234838110211,3,3707,3286
39,4918,11.898569852300295,168.6234838110211,3,3707,3286
40,4918,11.957372395964322,168.6234838110211,3,3707,3286
41,5691,9.118196050731004,137.70440734720196,5,2115,4864
42,2115,18.990370040293307,125.99241031013794,4,430,1976
43,5979,8.038808269793998,176.10398313269675,4,2115,2115
44,2115,18.82307793270325,125.99241031013794,4,430,1976
45,2115,19.100115894707194,125.99241031013794,4,430,1976
46,2115,18.932057403922606,125.99241031013794,4,430,1976
47,2115,18.778275788544473,125.99241031013794,4,430,1976
48,6587,8.663523406349027,145.295654979341,2,6533,6533
49,6784,8.132358550808956,165.9580615285657,4,6588,2115
50,2115,19.550066615094302,125.99241031013794,4,430,1976
51,7091,12.829579474736784,115.82289385939391,1,6821,6821
52,7227,10.123269936428212,130.47324892387198,3,6957,6273
53,7310,11.219230940599045,114.65542727130703,6,7146,7091
54,7416,11.924441799824312,124.77883530291089,3,7333,4910
55,7594,6.04855037945542,124.27607915883982,6,7481,7511
56,7677,10.77430584440447,110.5539767702694,1,7519,7519
57,7884,8.468727269633517,126.2887176415475,5,7774,7750
58,7955,10.374594059473026,124.34304873663612,8,7826,7828
