generation,id,novelty,score,species,parent1,parent2
0,82,85.81245753965872,0.587792289107944,3,-1,-1
1,670,102.56587050164377,0.6353669785162259,5,292,468
2,670,73.85215873180212,0.6353669785162259,5,292,468
3,670,78.48291130835779,0.6353669785162259,5,292,468
4,670,77.3938246330956,0.6353669785162259,5,292,468
5,670,70.43009430224656,0.6353669785162259,5,292,468
6,670,65.76114417560524,0.6353669785162259,2,292,468
7,670,63.769796138808466,0.6353669785162259,5,292,468
8,670,57.530136119217,0.6353669785162259,3,292,468
9,4536,101.706500817406,0.8869826514405091,4,4111,4062
10,4536,108.15164261814132,0.8869826514405091,4,4111,4062
11,4536,92.42181610718201,0.8869826514405091,4,4111,4062
12,5425,100.80324730986051,0.8897220434779016,3,5150,5010
13,5425,95.79777873537371,0.8897220434779016,3,5150,5010
14,5425,85.40060984510276,0.8897220434779016,5,5150,5010
15,5425,87.91319846882334,0.8897220434779016,3,5150,5010
16,5425,82.92666442913793,0.8897220434779016,3,5150,5010
17,5425,91.11681311433891,0.8897220434779016,3,5150,5010
18,5425,85.68372554474671,0.8897220434779016,2,5150,5010
19,5425,82.99437118968247,0.8897220434779016,5,5150,5010
20,5425,78.62469228050034,0.8897220434779016,5,5150,5010
21,5425,82.31745807005107,0.8897220434779016,2,5150,5010
22,5425,87.90944220294996,0.8897220434779016,2,5150,5010
23,5425,79.51897723567207,0.8897220434779016,3,5150,5010
24,5425,83.52525651445372,0.8897220434779016,5,5150,5010
