generation,id,novelty,fitness,species,parent1,parent2
0,230,54.0840495008957,0.6006965289520574,1,-1,-1
1,533,43.4806634925016,0.7597462660274078,6,91,423
2,1052,18.912841343214414,0.7606343363054973,5,94,723
3,1973,5.710089497727527,0.7611330006796999,4,299,1267
4,2176,3.588674084162324,0.7599704644819147,4,1526,1505
5,2906,4.299800827347959,0.7604933646975195,5,1963,1184
6,3195,3.4953697887886253,0.7624338664824153,4,2083,1030
7,3788,4.199350109003276,0.7609397219044717,6,1308,2633
8,4320,2.9712005183310333,0.7623247560765887,5,3303,1303
9,4843,3.471456292622951,0.7622636120035493,2,2083,12
10,5371,3.139129315362989,0.7623232034539045,5,4051,1343
11,5886,5.367552934970193,0.7610596998067218,2,4120,704
12,6383,2.4795238974925335,0.7612490879356286,6,4196,3414
13,6730,2.268433568780239,0.76175102959136,6,6192,4718
14,7178,3.919767253346856,0.7618524070089486,5,6783,5610
15,7578,2.1804961472241144,0.7626777513117166,5,5469,3377
16,8172,4.391955249212985,0.7620287046743486,1,7635,3401
17,8936,2.259305002659197,0.7612070201748732,4,7635,742
18,9480,3.3203538029620536,0.7624708759323163,5,4843,7178
19,9904,3.387515748007609,0.7618932566294284,6,6383,39
20,10377,3.5593214572509906,0.7620359317259393,5,8778,2176
21,10813,3.1882225211295756,0.7610940820599148,6,6969,9477
22,11084,4.196397437067227,0.7616490308839484,2,7175,440
23,11829,2.602539833076795,0.7616874223997092,4,7635,1165
24,12257,3.061772073406496,0.7625942889352937,3,4843,589
25,12810,3.21544943781118,0.7617017707450067,2,6783,704
26,13312,2.5575751060660794,0.7613782870471096,2,6368,6650
27,13760,3.7563754720959492,0.7593487202974316,6,3788,1163
28,14127,4.575409904499716,0.7606360390067393,6,9518,311
29,14602,2.8476137255226948,0.7624920275828493,5,2176,10397
30,15354,1.9992564204518537,0.7619356315303023,5,13312,12794
31,15727,3.532617028229666,0.7611832722796508,2,12242,6004
32,16070,2.604717411677589,0.761850900557936,2,13312,15139
33,16635,2.9246162553826536,0.7623438283679219,2,4843,7666
34,17125,3.903992368151584,0.7604032961645281,6,6383,1267
35,17782,2.6243854252279535,0.7628139539098558,2,16867,808
36,18102,3.2656981389979025,0.7607979628374238,2,16125,7133
37,18996,2.9473917824844245,0.7615774567989858,2,17125,14644
38,19455,3.9987422784189808,0.7618243802018065,2,11084,15354
39,19640,3.8272934884080536,0.7605163845024634,6,7666,9518
40,20355,1.935328612662459,0.7615248519110976,5,7666,4563
